,exonic_length
ENSG00000071894,9689
ENSG00000071909,10312
ENSG00000071967,10618
ENSG00000071991,8251
ENSG00000071994,15406
ENSG00000072041,14888
ENSG00000072042,11297
ENSG00000072062,10782
ENSG00000072071,12581
ENSG00000072080,1730
ENSG00000072110,15833
ENSG00000072121,19522
ENSG00000072133,15289
ENSG00000072134,20423
ENSG00000072135,13096
ENSG00000072163,16113
ENSG00000072182,7761
ENSG00000072195,28693
ENSG00000072201,7925
ENSG00000072210,57229
ENSG00000072274,12496
ENSG00000072310,17415
ENSG00000072315,5828
ENSG00000072364,13607
ENSG00000072401,7023
ENSG00000072415,13246
ENSG00000072422,6196
ENSG00000072501,11361
ENSG00000072506,2186
ENSG00000072518,13599
ENSG00000072571,5424
ENSG00000072609,27157
ENSG00000072657,12810
ENSG00000072682,13514
ENSG00000072694,10035
ENSG00000072736,19431
ENSG00000072756,12787
ENSG00000072778,17393
ENSG00000072786,14304
ENSG00000072803,10801
ENSG00000072818,10423
ENSG00000072832,8984
ENSG00000072840,8139
ENSG00000072849,9541
ENSG00000072858,10866
ENSG00000072864,7118
ENSG00000072952,15634
ENSG00000072954,3514
ENSG00000072958,19405
ENSG00000073008,9192
ENSG00000073050,4330
ENSG00000073060,12905
ENSG00000073067,5105
ENSG00000073111,6757
ENSG00000073146,9965
ENSG00000073150,4943
ENSG00000073169,3597
ENSG00000073282,12449
ENSG00000073331,19788
ENSG00000073350,13384
ENSG00000073417,12728
ENSG00000073464,7700
ENSG00000073536,11100
ENSG00000073578,14388
ENSG00000073584,74959
ENSG00000073598,1348
ENSG00000073605,10342
ENSG00000073614,15230
ENSG00000073670,8224
ENSG00000073711,8831
ENSG00000073712,19160
ENSG00000073734,10284
ENSG00000073737,5701
ENSG00000073754,2670
ENSG00000073756,8731
ENSG00000073792,8591
ENSG00000073803,17000
ENSG00000073849,17625
ENSG00000073861,3293
ENSG00000073905,847
ENSG00000073910,28966
ENSG00000073921,14259
ENSG00000073969,5790
ENSG00000074047,18450
ENSG00000074054,14276
ENSG00000074071,2701
ENSG00000074181,10546
ENSG00000074201,7266
ENSG00000074211,14599
ENSG00000074219,5045
ENSG00000074266,12312
ENSG00000074276,6516
ENSG00000074317,4693
ENSG00000074319,6253
ENSG00000074356,19372
ENSG00000074370,13160
ENSG00000074410,11129
ENSG00000074416,17425
ENSG00000074527,5550
ENSG00000074582,9148
ENSG00000074590,7919
ENSG00000074603,19246
ENSG00000074621,16838
ENSG00000074657,24980
ENSG00000074660,11215
ENSG00000074695,6938
ENSG00000074696,11741
ENSG00000074706,14314
ENSG00000074755,19618
ENSG00000074771,1966
ENSG00000074800,8845
ENSG00000074803,20857
ENSG00000074842,2077
ENSG00000074855,6992
ENSG00000074935,9538
ENSG00000074964,12136
ENSG00000074966,6211
ENSG00000075035,12196
ENSG00000075043,25599
ENSG00000075073,4234
ENSG00000075089,7780
ENSG00000075131,4145
ENSG00000075142,6645
ENSG00000075151,14047
ENSG00000075188,5201
ENSG00000075213,10366
ENSG00000075218,5417
ENSG00000075223,7439
ENSG00000075234,4084
ENSG00000075239,9943
ENSG00000075240,10846
ENSG00000075275,28073
ENSG00000075290,2138
ENSG00000075292,21905
ENSG00000075303,7133
ENSG00000075336,7277
ENSG00000075340,18648
ENSG00000075388,3717
ENSG00000075391,17693
ENSG00000075399,4662
ENSG00000075407,20067
ENSG00000075413,19224
ENSG00000075415,21056
ENSG00000075420,20182
ENSG00000075426,12842
ENSG00000075429,12709
ENSG00000075461,3579
ENSG00000075539,28941
ENSG00000075568,16433
ENSG00000075618,5702
ENSG00000075624,9916
ENSG00000075643,6458
ENSG00000075651,18933
ENSG00000075673,5151
ENSG00000075702,12240
ENSG00000075711,70880
ENSG00000075785,5189
ENSG00000075790,16029
ENSG00000075826,15891
ENSG00000075856,13897
ENSG00000075884,7852
ENSG00000075886,1835
ENSG00000075891,12590
ENSG00000075914,6571
ENSG00000075945,6538
ENSG00000075975,3872
ENSG00000076003,4425
ENSG00000076043,9761
ENSG00000076053,19443
ENSG00000076067,11213
ENSG00000076108,19811
ENSG00000076201,7165
ENSG00000076242,18318
ENSG00000076248,6252
ENSG00000076258,3724
ENSG00000076321,6194
ENSG00000076344,10768
ENSG00000076351,16283
ENSG00000076356,16582
ENSG00000076382,11080
ENSG00000076513,11925
ENSG00000076554,23896
ENSG00000076555,20054
ENSG00000076604,10296
ENSG00000076641,12284
ENSG00000076650,5371
ENSG00000076662,8841
ENSG00000076685,9075
ENSG00000076706,12282
ENSG00000076716,4950
ENSG00000076770,23882
ENSG00000076826,5512
ENSG00000076864,9488
ENSG00000076924,6908
ENSG00000076928,13931
ENSG00000076944,11366
ENSG00000076984,9696
ENSG00000077009,2532
ENSG00000077044,16801
ENSG00000077063,13108
ENSG00000077080,3542
ENSG00000077092,4643
ENSG00000077097,8098
ENSG00000077147,12463
ENSG00000077150,7151
ENSG00000077152,2652
ENSG00000077157,36919
ENSG00000077232,32177
ENSG00000077235,16970
ENSG00000077238,12351
ENSG00000077254,11731
ENSG00000077264,13017
ENSG00000077274,3519
ENSG00000077279,37028
ENSG00000077312,5175
ENSG00000077327,7094
ENSG00000077348,2701
ENSG00000077380,11366
ENSG00000077420,4518
ENSG00000077454,12857
ENSG00000077458,11368
ENSG00000077463,8223
ENSG00000077498,3630
ENSG00000077514,8288
ENSG00000077522,12804
ENSG00000077549,32337
ENSG00000077585,3979
ENSG00000077616,11388
ENSG00000077684,14686
ENSG00000077713,5589
ENSG00000077721,11336
ENSG00000077782,50719
ENSG00000077800,7102
ENSG00000077935,4567
ENSG00000077942,9271
ENSG00000077943,7665
ENSG00000077984,887
ENSG00000078018,20687
ENSG00000078043,21121
ENSG00000078053,7159
ENSG00000078061,5297
ENSG00000078070,7090
ENSG00000078081,5573
ENSG00000078098,9628
ENSG00000078114,17033
ENSG00000078124,16864
ENSG00000078140,10493
ENSG00000078142,18866
ENSG00000078177,16246
ENSG00000078237,11857
ENSG00000078246,5226
ENSG00000078269,16696
ENSG00000078295,19178
ENSG00000078304,27698
ENSG00000078319,1221
ENSG00000078328,20741
ENSG00000078369,9825
ENSG00000078399,6830
ENSG00000078401,2030
ENSG00000078403,18954
ENSG00000078487,6642
ENSG00000078549,13217
ENSG00000078579,2269
ENSG00000078589,6117
ENSG00000078596,3821
ENSG00000078618,10133
ENSG00000078668,5344
ENSG00000078674,20828
ENSG00000078687,21009
ENSG00000078699,24472
ENSG00000078725,4637
ENSG00000078747,17285
ENSG00000078795,6347
ENSG00000078804,8128
ENSG00000078808,10729
ENSG00000078814,10548
ENSG00000078898,1772
ENSG00000078900,13141
ENSG00000078902,15723
ENSG00000078967,8279
ENSG00000079101,7015
ENSG00000079102,32124
ENSG00000079112,4683
ENSG00000079134,12755
ENSG00000079150,6174
ENSG00000079156,17195
ENSG00000079215,12038
ENSG00000079246,8607
ENSG00000079257,1612
ENSG00000079263,9347
ENSG00000079277,15964
ENSG00000079308,34890
ENSG00000079313,8286
ENSG00000079332,12761
ENSG00000079335,11290
ENSG00000079337,22148
ENSG00000079385,12912
ENSG00000079387,12510
ENSG00000079393,7622
ENSG00000079432,14272
ENSG00000079435,7221
ENSG00000079459,16785
ENSG00000079462,2902
ENSG00000079482,8343
ENSG00000079557,2299
ENSG00000079616,7798
ENSG00000079689,2517
ENSG00000079691,7524
ENSG00000079739,6343
ENSG00000079785,5690
ENSG00000079805,23364
ENSG00000079819,26067
ENSG00000079841,20281
ENSG00000079931,6683
ENSG00000079950,16810
ENSG00000079974,13413
ENSG00000079999,7337
ENSG00000080007,3059
ENSG00000080031,6354
ENSG00000080166,10369
ENSG00000080189,18903
ENSG00000080200,11536
ENSG00000080224,8281
ENSG00000080293,3975
ENSG00000080298,20423
ENSG00000080345,23328
ENSG00000080371,16934
ENSG00000080493,16549
ENSG00000080503,47124
ENSG00000080511,3697
ENSG00000080546,7412
ENSG00000080561,4306
ENSG00000080572,3702
ENSG00000080573,6858
ENSG00000080603,18619
ENSG00000080608,3415
ENSG00000080618,2386
ENSG00000080644,6220
ENSG00000080709,13165
ENSG00000080802,14025
ENSG00000080815,16471
ENSG00000080819,4932
ENSG00000080822,15175
ENSG00000080823,25629
ENSG00000080824,8720
ENSG00000080839,6829
ENSG00000080845,16258
ENSG00000080854,19517
ENSG00000080910,6305
ENSG00000080947,8240
ENSG00000080986,3872
ENSG00000081014,13643
ENSG00000081019,17548
ENSG00000081026,10242
ENSG00000081041,2168
ENSG00000081051,4240
ENSG00000081052,10010
ENSG00000081059,23983
ENSG00000081087,8468
ENSG00000081138,15485
ENSG00000081148,8333
ENSG00000081154,8686
ENSG00000081177,13561
ENSG00000081181,2913
ENSG00000081189,55822
ENSG00000081237,12481
ENSG00000081248,6247
ENSG00000081277,10047
ENSG00000081307,14978
ENSG00000081320,7286
ENSG00000081377,18723
ENSG00000081386,6316
ENSG00000081479,18908
ENSG00000081665,17174
ENSG00000081692,12205
ENSG00000081721,3156
ENSG00000081760,20106
ENSG00000081791,8558
ENSG00000081800,6164
ENSG00000081803,13129
ENSG00000081818,5009
ENSG00000081842,10738
ENSG00000081853,9351
ENSG00000081870,3994
ENSG00000081913,9767
ENSG00000081923,12597
ENSG00000081985,7942
ENSG00000082014,10650
ENSG00000082068,8616
ENSG00000082074,15342
ENSG00000082126,8304
ENSG00000082146,6091
ENSG00000082153,11097
ENSG00000082175,18417
ENSG00000082196,7853
ENSG00000082212,34386
ENSG00000082213,10770
ENSG00000082258,18851
ENSG00000082269,23288
ENSG00000082293,11211
ENSG00000082397,26596
ENSG00000082438,34176
ENSG00000082458,18832
ENSG00000082482,6808
ENSG00000082497,6761
ENSG00000082512,16249
ENSG00000082515,6808
ENSG00000082516,6369
ENSG00000082556,12965
ENSG00000082641,26665
ENSG00000082684,14513
ENSG00000082701,9775
ENSG00000082781,9233
ENSG00000082805,40144
ENSG00000082898,21491
ENSG00000082929,2090
ENSG00000082996,10481
ENSG00000083067,27264
ENSG00000083093,6571
ENSG00000083097,14242
ENSG00000083099,13854
ENSG00000083123,4905
ENSG00000083168,43466
ENSG00000083223,8588
ENSG00000083290,14218
ENSG00000083307,7282
ENSG00000083312,14059
ENSG00000083444,7681
ENSG00000083454,8171
ENSG00000083457,8229
ENSG00000083520,15328
ENSG00000083535,5508
ENSG00000083544,10799
ENSG00000083622,373
ENSG00000083635,3470
ENSG00000083642,16382
ENSG00000083720,6964
ENSG00000083750,4295
ENSG00000083782,2218
ENSG00000083799,21328
ENSG00000083807,11591
ENSG00000083812,8839
ENSG00000083814,6429
ENSG00000083817,2541
ENSG00000083828,10147
ENSG00000083838,8968
ENSG00000083844,16267
ENSG00000083845,5684
ENSG00000083857,24796
ENSG00000083896,10097
ENSG00000083937,6433
ENSG00000084070,6458
ENSG00000084072,13305
ENSG00000084073,3951
ENSG00000084090,7845
ENSG00000084092,2211
ENSG00000084093,15899
ENSG00000084110,8547
ENSG00000084112,21569
ENSG00000084207,4556
ENSG00000084234,16583
ENSG00000084444,8717
ENSG00000084453,15711
ENSG00000084463,5818
ENSG00000084623,2720
ENSG00000084628,4377
ENSG00000084636,11803
ENSG00000084652,5303
ENSG00000084674,16691
ENSG00000084676,12943
ENSG00000084693,8136
ENSG00000084710,12493
ENSG00000084731,11900
ENSG00000084733,5001
ENSG00000084734,3888
ENSG00000084754,9827
ENSG00000084764,7060
ENSG00000084774,11598
ENSG00000085063,28750
ENSG00000085117,6996
ENSG00000085185,16023
ENSG00000085224,33472
ENSG00000085231,3804
ENSG00000085265,11580
ENSG00000085274,11794
ENSG00000085276,16280
ENSG00000085365,12290
ENSG00000085377,10066
ENSG00000085382,16863
ENSG00000085415,15625
ENSG00000085433,7537
ENSG00000085449,6418
ENSG00000085465,3062
ENSG00000085491,13887
ENSG00000085511,11922
ENSG00000085514,3461
ENSG00000085552,10142
ENSG00000085563,10167
ENSG00000085644,17646
ENSG00000085662,7856
ENSG00000085719,11344
ENSG00000085721,5765
ENSG00000085733,12623
ENSG00000085741,3352
ENSG00000085760,6345
ENSG00000085788,19960
ENSG00000085831,12020
ENSG00000085832,8415
ENSG00000085840,3885
ENSG00000085871,4536
ENSG00000085872,9288
ENSG00000085978,14778
ENSG00000085982,13174
ENSG00000085998,11104
ENSG00000085999,9217
ENSG00000086015,11371
ENSG00000086061,2966
ENSG00000086062,4894
ENSG00000086065,3995
ENSG00000086102,7841
ENSG00000086159,10835
ENSG00000086189,7432
ENSG00000086200,12874
ENSG00000086205,8773
ENSG00000086232,8160
ENSG00000086288,3588
ENSG00000086289,4227
ENSG00000086300,10604
ENSG00000086475,8165
ENSG00000086504,7558
ENSG00000086506,525
ENSG00000086544,3775
ENSG00000086548,3155
ENSG00000086570,17083
ENSG00000086589,6530
ENSG00000086598,6397
ENSG00000086619,6196
ENSG00000086666,11878
ENSG00000086696,11400
ENSG00000086712,7736
ENSG00000086717,6052
ENSG00000086730,7024
ENSG00000086758,20006
ENSG00000086827,3924
ENSG00000086848,15849
ENSG00000086967,4001
ENSG00000086991,14475
ENSG00000087008,4878
ENSG00000087053,13556
ENSG00000087074,4071
ENSG00000087076,2048
ENSG00000087077,4687
ENSG00000087085,12985
ENSG00000087086,867
ENSG00000087087,9071
ENSG00000087088,5839
ENSG00000087095,7277
ENSG00000087111,10735
ENSG00000087116,9574
ENSG00000087128,2373
ENSG00000087152,6829
ENSG00000087157,9902
ENSG00000087191,10634
ENSG00000087206,8648
ENSG00000087237,4215
ENSG00000087245,7020
ENSG00000087250,3657
ENSG00000087253,8530
ENSG00000087258,33870
ENSG00000087263,9223
ENSG00000087266,29946
ENSG00000087269,5970
ENSG00000087274,30633
ENSG00000087299,8151
ENSG00000087301,5218
ENSG00000087302,9955
ENSG00000087303,9714
ENSG00000087338,5718
ENSG00000087365,13511
ENSG00000087448,12827
ENSG00000087460,30803
ENSG00000087470,19681
ENSG00000087494,8281
ENSG00000087495,7015
ENSG00000087502,11708
ENSG00000087510,3335
ENSG00000087586,6266
ENSG00000087589,7155
ENSG00000087842,2896
ENSG00000087884,3808
ENSG00000087903,14786
ENSG00000087995,9363
ENSG00000088002,3466
ENSG00000088035,8476
ENSG00000088038,13872
ENSG00000088053,3732
ENSG00000088179,16190
ENSG00000088205,10568
ENSG00000088247,7723
ENSG00000088256,8504
ENSG00000088280,7778
ENSG00000088298,2040
ENSG00000088305,5866
ENSG00000088320,1655
ENSG00000088325,4747
ENSG00000088340,17705
ENSG00000088356,1952
ENSG00000088367,14964
ENSG00000088386,4358
ENSG00000088387,23654
ENSG00000088448,7315
ENSG00000088451,2719
ENSG00000088538,9016
ENSG00000088543,9578
ENSG00000088682,9122
ENSG00000088726,6021
ENSG00000088727,8711
ENSG00000088756,18361
ENSG00000088766,9992
ENSG00000088782,528
ENSG00000088808,16416
ENSG00000088812,9150
ENSG00000088826,4976
ENSG00000088827,10210
ENSG00000088832,6680
ENSG00000088833,8770
ENSG00000088836,8330
ENSG00000088854,8642
ENSG00000088876,8251
ENSG00000088881,4841
ENSG00000088882,2362
ENSG00000088888,22268
ENSG00000088899,9439
ENSG00000088926,5828
ENSG00000088930,3378
ENSG00000088970,8073
ENSG00000088986,6984
ENSG00000088992,3772
ENSG00000089006,15463
ENSG00000089009,7629
ENSG00000089012,2610
ENSG00000089022,16525
ENSG00000089041,10630
ENSG00000089048,3356
ENSG00000089050,5287
ENSG00000089053,19354
ENSG00000089057,13064
ENSG00000089060,16358
ENSG00000089063,6102
ENSG00000089091,12198
ENSG00000089094,23026
ENSG00000089101,12462
ENSG00000089116,3445
ENSG00000089123,4089
ENSG00000089127,8746
ENSG00000089154,11259
ENSG00000089157,11463
ENSG00000089159,18338
ENSG00000089163,2443
ENSG00000089169,17071
ENSG00000089177,9601
ENSG00000089195,7552
ENSG00000089199,5470
ENSG00000089220,2032
ENSG00000089225,7752
ENSG00000089234,5469
ENSG00000089248,5704
ENSG00000089250,22113
ENSG00000089280,10195
ENSG00000089289,2361
ENSG00000089327,5681
ENSG00000089335,20997
ENSG00000089351,8578
ENSG00000089356,6586
ENSG00000089472,12494
ENSG00000089486,13426
ENSG00000089505,4042
ENSG00000089558,4682
ENSG00000089597,11102
ENSG00000089639,5838
ENSG00000089682,8262
ENSG00000089685,8334
ENSG00000089692,4781
ENSG00000089693,6827
ENSG00000089723,4515
ENSG00000089737,15350
ENSG00000089775,14098
ENSG00000089818,48979
ENSG00000089820,13461
ENSG00000089847,6236
ENSG00000089876,4737
ENSG00000089902,6607
ENSG00000089916,37616
ENSG00000090006,16750
ENSG00000090013,3967
ENSG00000090020,10374
ENSG00000090054,10537
ENSG00000090060,20778
ENSG00000090061,11446
ENSG00000090097,10658
ENSG00000090104,6440
ENSG00000090238,8608
ENSG00000090263,7600
ENSG00000090266,6635
ENSG00000090273,3091
ENSG00000090316,19910
ENSG00000090339,5087
ENSG00000090372,15009
ENSG00000090376,10746
ENSG00000090382,2544
ENSG00000090402,6651
ENSG00000090432,2424
ENSG00000090447,11715
ENSG00000090470,3454
ENSG00000090487,8058
ENSG00000090512,4881
ENSG00000090520,7332
ENSG00000090530,8350
ENSG00000090534,6049
ENSG00000090539,13416
ENSG00000090554,4364
ENSG00000090565,11384
ENSG00000090581,6472
ENSG00000090612,30365
ENSG00000090615,12572
ENSG00000090621,17566
ENSG00000090659,7844
ENSG00000090661,7428
ENSG00000090674,6393
ENSG00000090686,13558
ENSG00000090776,3298
ENSG00000090857,21649
ENSG00000090861,5742
ENSG00000090863,23925
ENSG00000090889,4580
ENSG00000090905,24556
ENSG00000090924,16755
ENSG00000090932,3985
ENSG00000090971,4039
ENSG00000090975,13459
ENSG00000090989,8154
ENSG00000091009,6967
ENSG00000091010,2573
ENSG00000091039,18259
ENSG00000091073,11238
ENSG00000091106,4694
ENSG00000091127,7189
ENSG00000091128,9224
ENSG00000091129,20001
ENSG00000091136,11833
ENSG00000091137,8237
ENSG00000091138,4519
ENSG00000091140,8568
ENSG00000091157,24964
ENSG00000091164,16759
ENSG00000091181,10609
ENSG00000091262,10533
ENSG00000091317,4595
ENSG00000091409,11291
ENSG00000091428,9766
ENSG00000091436,16254
ENSG00000091482,1589
ENSG00000091483,2407
ENSG00000091490,11440
ENSG00000091513,29103
ENSG00000091527,9404
ENSG00000091536,35015
ENSG00000091542,4930
ENSG00000091583,1950
ENSG00000091592,19507
ENSG00000091622,15959
ENSG00000091640,5239
ENSG00000091651,8025
ENSG00000091656,27827
ENSG00000091664,4981
ENSG00000091704,6039
ENSG00000091732,6142
ENSG00000091831,17644
ENSG00000091844,7927
ENSG00000091879,11828
ENSG00000091947,4271
ENSG00000091972,6983
ENSG00000091986,16964
ENSG00000092009,1085
ENSG00000092010,4462
ENSG00000092020,9209
ENSG00000092036,9515
ENSG00000092051,9416
ENSG00000092054,5987
ENSG00000092067,1552
ENSG00000092068,15647
ENSG00000092094,10786
ENSG00000092096,9792
ENSG00000092098,10851
ENSG00000092108,9636
ENSG00000092140,15033
ENSG00000092148,20615
ENSG00000092199,21469
ENSG00000092200,9034
ENSG00000092201,9715
ENSG00000092203,17208
ENSG00000092208,5797
ENSG00000092295,6270
ENSG00000092330,11780
ENSG00000092345,3541
ENSG00000092377,2925
ENSG00000092421,19215
ENSG00000092439,16200
ENSG00000092445,14437
ENSG00000092470,5415
ENSG00000092529,47620
ENSG00000092531,11715
ENSG00000092607,6813
ENSG00000092621,19450
ENSG00000092758,8829
ENSG00000092820,6196
ENSG00000092841,9340
ENSG00000092847,20881
ENSG00000092850,2595
ENSG00000092853,10536
ENSG00000092871,14942
ENSG00000092929,11558
ENSG00000092931,15560
ENSG00000092964,10747
ENSG00000092969,8058
ENSG00000092978,9200
ENSG00000093000,14665
ENSG00000093009,5433
ENSG00000093010,8285
ENSG00000093072,22532
ENSG00000093100,4323
ENSG00000093134,9591
ENSG00000093144,15751
ENSG00000093167,16602
ENSG00000093183,13146
ENSG00000093217,9379
ENSG00000094631,23077
ENSG00000094661,7223
ENSG00000094755,6200
ENSG00000094796,1608
ENSG00000094804,7131
ENSG00000094841,10023
ENSG00000094880,6601
ENSG00000094914,17101
ENSG00000094916,17090
ENSG00000094963,7838
ENSG00000094975,13195
ENSG00000095002,16135
ENSG00000095015,8105
ENSG00000095059,9657
ENSG00000095066,14383
ENSG00000095110,6465
ENSG00000095139,10435
ENSG00000095203,7852
ENSG00000095209,7858
ENSG00000095261,6237
ENSG00000095303,12031
ENSG00000095319,9851
ENSG00000095321,6536
ENSG00000095370,7982
ENSG00000095380,6956
ENSG00000095383,7558
ENSG00000095397,11521
ENSG00000095464,3726
ENSG00000095485,6447
ENSG00000095539,14400
ENSG00000095564,9742
ENSG00000095574,9502
ENSG00000095585,8136
ENSG00000095587,8943
ENSG00000095596,6106
ENSG00000095627,5557
ENSG00000095637,20438
ENSG00000095713,4193
ENSG00000095739,3570
ENSG00000095752,3552
ENSG00000095777,10649
ENSG00000095787,22165
ENSG00000095794,29562
ENSG00000095906,12107
ENSG00000095917,1859
ENSG00000095932,3025
ENSG00000095951,16192
ENSG00000095970,1961
ENSG00000095981,3160
ENSG00000096006,4239
ENSG00000096060,13294
ENSG00000096063,11187
ENSG00000096070,15347
ENSG00000096080,1989
ENSG00000096088,2296
ENSG00000096092,983
ENSG00000096093,41629
ENSG00000096150,3632
ENSG00000096155,13662
ENSG00000096171,10163
ENSG00000096264,2091
ENSG00000096384,3600
ENSG00000096395,890
ENSG00000096401,6225
ENSG00000096433,11030
ENSG00000096654,5555
ENSG00000096696,15140
ENSG00000096717,9390
ENSG00000096746,12158
ENSG00000096872,5507
ENSG00000096968,8386
ENSG00000096996,5402
ENSG00000097007,9250
ENSG00000097021,5522
ENSG00000097033,12655
ENSG00000097046,4400
ENSG00000097096,7761
ENSG00000099139,20451
ENSG00000099194,5239
ENSG00000099203,4515
ENSG00000099204,15216
ENSG00000099219,12124
ENSG00000099246,12167
ENSG00000099250,20775
ENSG00000099251,1653
ENSG00000099256,2618
ENSG00000099260,10598
ENSG00000099282,4464
ENSG00000099284,2190
ENSG00000099290,7738
ENSG00000099308,7526
ENSG00000099326,14351
ENSG00000099330,8574
ENSG00000099331,19816
ENSG00000099337,6193
