,exon_chrom_start
ENSG00000201770,31581089
ENSG00000226572,2656939
ENSG00000284135,133034860
ENSG00000266287,7066964
ENSG00000206645,37093133
ENSG00000265418,10192614
ENSG00000202534,92952639
ENSG00000212533,31076867
ENSG00000200026,38147428
ENSG00000265520,17681578
ENSG00000202339,22205192
ENSG00000273833,54115373
ENSG00000207704,123348034
ENSG00000222767,47313027
ENSG00000264764,102432289
ENSG00000202417,132945342
ENSG00000283522,95072914
ENSG00000284054,144262673
ENSG00000212336,81622200
ENSG00000239075,89754620
ENSG00000201516,176098163
ENSG00000222659,121580332
ENSG00000274860,6521131
ENSG00000283639,218823090
ENSG00000284459,95086021
ENSG00000276575,53195411
ENSG00000207158,56785981
ENSG00000201511,101647421
ENSG00000221574,10399192
ENSG00000265732,31825510
ENSG00000265841,18686090
ENSG00000275227,25618132
ENSG00000208012,53557192
ENSG00000207698,109046229
ENSG00000201078,37055033
ENSG00000243980,12273473
ENSG00000207065,81334303
ENSG00000200742,55651534
ENSG00000265180,5250177
ENSG00000242241,128970734
ENSG00000285626,11561661
ENSG00000284538,134169538
ENSG00000263897,134379411
ENSG00000275789,52846463
ENSG00000274998,136726747
ENSG00000200601,73749517
ENSG00000207225,147408342
ENSG00000223013,75934936
ENSG00000237261,14530941
ENSG00000212443,98599635
ENSG00000262776,57977965
ENSG00000265658,1293918
ENSG00000265829,60922619
ENSG00000274792,386278
ENSG00000284567,66018870
ENSG00000199169,112647874
ENSG00000275978,34659564
ENSG00000251961,170891467
ENSG00000199357,23456371
ENSG00000252624,35735625
ENSG00000202322,50419781
ENSG00000200761,4920770
ENSG00000207589,147236913
ENSG00000269103,49932795
ENSG00000279413,15702731
ENSG00000264105,159128802
ENSG00000222099,47068021
ENSG00000212230,243081156
ENSG00000207492,40554161
ENSG00000251895,84739942
ENSG00000212345,9624122
ENSG00000207231,185415973
ENSG00000206925,40342329
ENSG00000252072,73706490
ENSG00000281369,129041766
ENSG00000263999,59214406
ENSG00000278571,158609707
ENSG00000207182,146580048
ENSG00000212391,226968989
ENSG00000252960,18651147
ENSG00000201296,98417896
ENSG00000223302,110642678
ENSG00000201398,154007367
ENSG00000201640,96348734
ENSG00000221545,167998660
ENSG00000200227,151477459
ENSG00000207628,8126965
ENSG00000264692,31392641
ENSG00000277178,54081322
ENSG00000207149,120126974
ENSG00000266802,23057858
ENSG00000252866,128697710
ENSG00000222601,120504571
ENSG00000201330,29582249
ENSG00000221390,171101728
ENSG00000200184,192729555
ENSG00000221494,84225752
ENSG00000264640,32611491
ENSG00000238390,31664306
ENSG00000275207,202003124
ENSG00000276711,183252
ENSG00000207590,220117853
ENSG00000200516,131801315
ENSG00000276830,12578957
ENSG00000264511,75406069
ENSG00000274056,98924499
ENSG00000199529,101723876
ENSG00000200563,86515204
ENSG00000202334,114613787
ENSG00000252833,76091708
ENSG00000276918,66374138
ENSG00000273896,54190866
ENSG00000277184,44985378
ENSG00000278281,86357632
ENSG00000206638,72869544
ENSG00000208017,69933081
ENSG00000222440,91798093
ENSG00000280263,16486985
ENSG00000201500,100977389
ENSG00000199197,1323794
ENSG00000206717,34821445
ENSG00000281112,45592788
ENSG00000242565,153704088
ENSG00000202272,23782210
ENSG00000275958,52482801
ENSG00000264947,50742305
ENSG00000277428,37434
ENSG00000199313,124887410
ENSG00000244326,74317986
ENSG00000212333,114220681
ENSG00000266676,129843299
ENSG00000200041,75181520
ENSG00000202112,95599114
ENSG00000212270,25806648
ENSG00000252505,33540040
ENSG00000278523,61928634
ENSG00000253013,186130021
ENSG00000264371,25023503
ENSG00000252433,67102645
ENSG00000222225,152999
ENSG00000242182,23004564
ENSG00000278123,25104642
ENSG00000238987,14156462
ENSG00000252337,106546665
ENSG00000278838,46073651
ENSG00000212433,10686569
ENSG00000239221,16191832
ENSG00000273904,114168156
ENSG00000286094,766698
ENSG00000274623,54940611
ENSG00000240205,115717725
ENSG00000200974,165252580
ENSG00000206734,47557413
ENSG00000271798,2655067
ENSG00000200829,20480844
ENSG00000222356,111996635
ENSG00000199424,136571705
ENSG00000252845,96956708
ENSG00000239137,55167171
ENSG00000239002,6510222
ENSG00000222164,18807993
ENSG00000252561,3069523
ENSG00000277615,54138182
ENSG00000216060,136550878
ENSG00000201010,48217575
ENSG00000200753,20377331
ENSG00000281877,26529761
ENSG00000207264,21321961
ENSG00000200072,112052078
ENSG00000222932,101796410
ENSG00000272080,50014598
ENSG00000202329,200014689
ENSG00000201050,164787290
ENSG00000199204,34001698
ENSG00000271819,50347423
ENSG00000200252,59408905
ENSG00000283863,127785833
ENSG00000222210,57977965
ENSG00000240723,139100377
ENSG00000242653,34753424
ENSG00000215966,28863626
ENSG00000206954,48088678
ENSG00000281822,72577040
ENSG00000274514,12576961
ENSG00000239942,67825310
ENSG00000274953,54063744
ENSG00000277923,54189936
ENSG00000284570,100702968
ENSG00000202357,11408772
ENSG00000252393,121604902
ENSG00000274662,25101132
ENSG00000252906,175968398
ENSG00000207957,152392219
ENSG00000204805,61861625
ENSG00000284288,93916022
ENSG00000241248,140085855
ENSG00000266770,13815062
ENSG00000221348,32641474
ENSG00000277613,90796
ENSG00000251778,41882205
ENSG00000199127,14853438
ENSG00000200594,154825176
ENSG00000277411,15522195
ENSG00000207741,74191198
ENSG00000266827,134850570
ENSG00000201931,177457111
ENSG00000238845,44843612
ENSG00000201775,59834063
ENSG00000264426,56955785
ENSG00000207403,121378797
ENSG00000207595,124692442
ENSG00000272474,100938187
ENSG00000277079,54201473
ENSG00000201255,30360463
ENSG00000206892,196784980
ENSG00000207826,1817231
ENSG00000272034,17074654
ENSG00000266610,100158502
ENSG00000201153,62298149
ENSG00000207973,5495819
ENSG00000252641,133664926
ENSG00000207960,157574336
ENSG00000257215,31215489
ENSG00000200656,45105968
ENSG00000265089,1844180
ENSG00000241243,87294189
ENSG00000277733,54189936
ENSG00000206817,91261625
ENSG00000266525,67114322
ENSG00000278049,30031073
ENSG00000221394,179798278
ENSG00000212366,72717663
ENSG00000201592,20136306
ENSG00000200883,9249649
ENSG00000283237,30289794
ENSG00000207399,103384961
ENSG00000283281,21464700
ENSG00000238808,69110513
ENSG00000206938,156872078
ENSG00000238440,64355762
ENSG00000274994,173347455
ENSG00000263681,41167557
ENSG00000222533,181301967
ENSG00000206595,51382308
ENSG00000273601,30028383
ENSG00000207060,51055353
ENSG00000278551,67869947
ENSG00000264703,54282109
ENSG00000283717,140563671
ENSG00000199827,175029769
ENSG00000267959,18282077
ENSG00000222397,181839473
ENSG00000199894,110433109
ENSG00000251856,55172262
ENSG00000201736,40990154
ENSG00000200986,47131781
ENSG00000200218,68846805
ENSG00000283796,41517164
ENSG00000264092,16863196
ENSG00000251815,25099499
ENSG00000278817,131494
ENSG00000264160,45760524
ENSG00000278470,32326292
ENSG00000207097,13047583
ENSG00000284473,81385018
ENSG00000222706,114253513
ENSG00000207932,41900944
ENSG00000201287,37661747
ENSG00000201377,70396279
ENSG00000276588,47581023
ENSG00000266235,543277
ENSG00000278294,217250
ENSG00000284193,61953546
ENSG00000242482,67656831
ENSG00000202341,237015204
ENSG00000238542,178831371
ENSG00000264406,85825635
ENSG00000277887,64146339
ENSG00000243488,14584095
ENSG00000222589,5910945
ENSG00000276765,110340958
ENSG00000266071,45705102
ENSG00000274484,7474394
ENSG00000277836,1270984
ENSG00000253005,28142737
ENSG00000277842,237510931
ENSG00000274777,56848068
ENSG00000201441,196708859
ENSG00000277049,41237440
ENSG00000283476,69273157
ENSG00000278782,1157687
ENSG00000274458,36438661
ENSG00000265420,86193026
ENSG00000252989,100646121
ENSG00000206800,77623372
ENSG00000252848,44125752
ENSG00000244404,25020166
ENSG00000263795,42997563
ENSG00000223287,13968489
ENSG00000207580,53694393
ENSG00000265926,29582205
ENSG00000266580,31758660
ENSG00000265663,29581840
ENSG00000252193,43304555
ENSG00000253065,168033091
ENSG00000272380,5840695
ENSG00000201741,17460444
ENSG00000278704,56140
ENSG00000222148,49889634
ENSG00000276562,41578903
ENSG00000252933,1616492
ENSG00000285574,177457111
ENSG00000266124,535316
ENSG00000206767,27675603
ENSG00000273519,54813162
ENSG00000199911,24910594
ENSG00000221638,75627950
ENSG00000288603,49954214
ENSG00000202047,96619376
ENSG00000206929,101446825
ENSG00000280249,134799820
ENSG00000283888,96333261
ENSG00000278785,84467901
ENSG00000221043,149695748
ENSG00000199790,41084607
ENSG00000216064,146001053
ENSG00000207451,11226254
ENSG00000200334,149940030
ENSG00000212410,157985789
ENSG00000283815,91350751
ENSG00000272232,70579163
ENSG00000242688,19970969
ENSG00000242547,64539504
ENSG00000265456,121370972
ENSG00000200822,222404985
ENSG00000284388,108635810
ENSG00000200823,100951856
ENSG00000252315,17557864
ENSG00000264916,179900262
ENSG00000275384,54081322
ENSG00000264846,31484150
ENSG00000252022,76469508
ENSG00000201288,127240968
ENSG00000207725,45747015
ENSG00000251951,87102603
ENSG00000283803,54231397
ENSG00000240183,111930175
ENSG00000201294,3360036
ENSG00000265657,103154614
ENSG00000252166,18116848
ENSG00000207198,41113942
ENSG00000199646,138876359
ENSG00000241959,151464650
ENSG00000200390,127829747
ENSG00000201021,43405473
ENSG00000200620,15716208
ENSG00000284020,133898504
ENSG00000199065,4850297
ENSG00000252199,9907916
ENSG00000207771,30289794
ENSG00000200525,95055214
ENSG00000201476,13440884
ENSG00000275917,30543843
ENSG00000264621,39411910
ENSG00000284435,68033897
ENSG00000284142,143837756
ENSG00000265740,171359117
ENSG00000238833,17209060
ENSG00000252032,51538625
ENSG00000201596,185634073
ENSG00000275586,148876018
ENSG00000212534,202276431
ENSG00000222909,34942969
ENSG00000221273,64368602
ENSG00000283206,63919449
ENSG00000207588,128081861
ENSG00000277610,120942600
ENSG00000277502,206160843
ENSG00000242719,42881236
ENSG00000264395,31607186
ENSG00000207480,88330176
ENSG00000222852,180909838
ENSG00000265201,243346176
ENSG00000200398,25213648
ENSG00000284596,102471469
ENSG00000201364,21933143
ENSG00000222412,31756042
ENSG00000199121,218402646
ENSG00000241413,109866214
ENSG00000265932,19705358
ENSG00000252718,60719640
ENSG00000274004,83386988
ENSG00000283598,171101739
ENSG00000277918,144560666
ENSG00000253073,83685866
ENSG00000202400,231460371
ENSG00000207150,87474183
ENSG00000283238,188978093
ENSG00000278278,20114686
ENSG00000207086,9615267
ENSG00000207729,162342546
ENSG00000264549,181243312
ENSG00000201867,34189174
ENSG00000199470,12700758
ENSG00000252051,229410500
ENSG00000207992,53752397
ENSG00000201680,31496689
ENSG00000207105,48995912
ENSG00000275745,66550457
ENSG00000266436,79649294
ENSG00000263381,44545493
ENSG00000252516,247204570
ENSG00000207862,53702737
ENSG00000244376,50429190
ENSG00000207462,118702342
ENSG00000206719,113950886
ENSG00000251992,49814133
ENSG00000207688,67471489
ENSG00000253048,42472875
ENSG00000242707,13715102
ENSG00000274975,43448539
ENSG00000274984,73067231
ENSG00000284065,35122700
ENSG00000275291,144523860
ENSG00000264049,60043025
ENSG00000243954,8683254
ENSG00000206827,22647582
ENSG00000274864,27099778
ENSG00000263793,23044305
ENSG00000207752,10817426
ENSG00000271765,136545192
ENSG00000264495,29747442
ENSG00000252692,206080239
ENSG00000264951,31833247
ENSG00000206721,120210320
ENSG00000284117,8144994
ENSG00000252233,139794125
ENSG00000207778,58451080
ENSG00000222111,175628188
ENSG00000200885,19724435
ENSG00000274852,67175775
ENSG00000284008,2106669
ENSG00000277475,31698
ENSG00000238500,66630715
ENSG00000252329,12904817
ENSG00000207294,15150697
ENSG00000276859,58842030
ENSG00000222733,58527655
ENSG00000252929,6057500
ENSG00000264712,50299855
ENSG00000199348,168606390
ENSG00000199786,102131007
ENSG00000223037,164620732
ENSG00000202160,15864935
ENSG00000199349,206747980
ENSG00000202188,25227109
ENSG00000273623,87345082
ENSG00000207355,24974171
ENSG00000266545,20940252
ENSG00000274632,28703554
ENSG00000275146,93721542
ENSG00000199764,115207894
ENSG00000263964,28490752
ENSG00000242699,29681027
ENSG00000212298,64204793
ENSG00000199885,74680053
ENSG00000275219,43296425
ENSG00000206915,49233794
ENSG00000200296,62850738
ENSG00000207703,88611825
ENSG00000201913,100330777
ENSG00000239175,30043801
ENSG00000252877,47532352
ENSG00000252060,11996809
ENSG00000201432,36337667
ENSG00000252301,63545440
ENSG00000263556,44716193
ENSG00000201909,13459670
ENSG00000207561,68424451
ENSG00000223179,119007571
ENSG00000199396,228619232
ENSG00000263776,186787612
ENSG00000280908,17357242
ENSG00000265561,80098828
ENSG00000241963,154349428
ENSG00000222835,91674857
ENSG00000200097,35250959
ENSG00000223203,143449809
ENSG00000283618,30115845
ENSG00000201086,49982443
ENSG00000266721,12920320
ENSG00000207327,73529051
ENSG00000274721,142318047
ENSG00000252975,39710085
ENSG00000281707,44528955
ENSG00000200254,42569033
ENSG00000277512,16441226
ENSG00000243420,75957833
ENSG00000207616,53679003
ENSG00000201885,77013583
ENSG00000239466,84687725
ENSG00000276376,90076424
ENSG00000275822,54835171
ENSG00000200895,131820334
ENSG00000273913,42511570
ENSG00000207594,53690881
ENSG00000255156,20475203
ENSG00000222438,130869736
ENSG00000273730,155997
ENSG00000266747,31445150
ENSG00000199598,43919795
ENSG00000265849,31603330
ENSG00000200432,128067800
ENSG00000265429,113721290
ENSG00000272166,25555543
ENSG00000239190,133238335
ENSG00000252598,72751952
ENSG00000201196,52852607
ENSG00000275141,159186835
ENSG00000252462,17431547
ENSG00000206756,74551392
ENSG00000200616,179097731
ENSG00000199986,180581057
ENSG00000252633,7324297
ENSG00000207439,65123369
ENSG00000252097,76800664
ENSG00000207863,16590237
ENSG00000277925,169764610
ENSG00000252089,54859688
ENSG00000274199,63549489
ENSG00000200354,38433865
ENSG00000253090,107985659
ENSG00000252224,33174170
ENSG00000223007,5126046
ENSG00000263950,30726562
ENSG00000263967,90023441
ENSG00000199640,49330210
ENSG00000252724,39892446
ENSG00000274115,95065350
ENSG00000274917,112025
ENSG00000252806,35754046
ENSG00000272197,154718383
ENSG00000206987,32426288
ENSG00000252942,99145840
ENSG00000243560,46688797
ENSG00000200874,75513025
ENSG00000278789,54909282
ENSG00000273511,54102708
ENSG00000201662,48987915
ENSG00000207867,147284641
ENSG00000200897,107374747
ENSG00000263490,18631646
ENSG00000252303,67546651
ENSG00000275631,9646825
ENSG00000201003,53771018
ENSG00000206895,4811188
ENSG00000252017,282689
ENSG00000277124,96965489
ENSG00000202485,82174547
ENSG00000273767,121949412
ENSG00000200508,64066640
ENSG00000263794,33715784
ENSG00000207032,34389943
ENSG00000252481,95533355
ENSG00000222714,218500729
ENSG00000201899,100984777
ENSG00000222705,28442575
ENSG00000202373,25249198
ENSG00000201689,100990091
ENSG00000206816,77691650
ENSG00000278391,18336960
ENSG00000278004,217283370
ENSG00000206826,82001220
ENSG00000223280,41354557
ENSG00000207169,76337316
ENSG00000206910,159785594
ENSG00000207501,145281116
ENSG00000252483,20894532
ENSG00000251829,15782341
ENSG00000238812,236037250
ENSG00000252987,169067264
ENSG00000266250,31395893
ENSG00000238585,55501595
ENSG00000252956,9437669
ENSG00000206824,50386145
ENSG00000201317,92700819
ENSG00000252155,7378672
ENSG00000252211,58363438
ENSG00000266726,32154947
ENSG00000239710,92974827
ENSG00000252287,19088487
ENSG00000203411,75120265
ENSG00000199710,110764408
ENSG00000277413,60677109
ENSG00000252916,200899020
ENSG00000277968,142317830
ENSG00000253078,37435510
ENSG00000253057,111719769
ENSG00000201467,17044380
ENSG00000253077,151971497
ENSG00000207242,10857899
ENSG00000238825,148388490
ENSG00000276530,32439086
ENSG00000241709,73732569
ENSG00000278781,36110539
ENSG00000206891,77811741
ENSG00000202422,57991350
ENSG00000252688,133333829
ENSG00000281910,58559796
ENSG00000212205,211803017
ENSG00000200664,135810169
ENSG00000207062,65070538
ENSG00000278404,26657521
ENSG00000275961,96004563
ENSG00000199461,20679411
ENSG00000252769,7889182
ENSG00000201340,50696644
ENSG00000207941,34669599
ENSG00000200448,42762860
ENSG00000252139,49814361
ENSG00000273525,2962636
ENSG00000222359,90144592
ENSG00000264540,44883986
ENSG00000200381,228616991
ENSG00000238835,83064204
ENSG00000276179,84890744
ENSG00000202430,24564630
ENSG00000284410,43171652
ENSG00000201178,32830219
ENSG00000206802,26190707
ENSG00000200191,71815494
ENSG00000201524,59847438
ENSG00000252820,138175045
ENSG00000275455,107897223
ENSG00000212447,122880213
ENSG00000201749,114615455
ENSG00000278410,21614978
ENSG00000276514,94877599
ENSG00000252562,23613661
ENSG00000251712,148821012
ENSG00000222069,103523562
ENSG00000253086,11152350
ENSG00000281696,220200538
ENSG00000199638,68461407
ENSG00000207080,184315658
ENSG00000222514,138091254
ENSG00000212429,80749561
ENSG00000201882,20136066
ENSG00000207247,136934765
ENSG00000278825,39191100
ENSG00000202522,72766004
ENSG00000284503,103930425
ENSG00000199824,51162901
ENSG00000200646,56316524
ENSG00000278708,27201844
ENSG00000200059,2131851
ENSG00000283507,112695034
ENSG00000206732,24676309
ENSG00000200048,78882628
ENSG00000206815,57548838
ENSG00000201633,83636196
ENSG00000252765,101133153
ENSG00000274062,43284139
ENSG00000200520,139318378
ENSG00000274535,158909373
ENSG00000207608,100882979
ENSG00000241939,43314951
ENSG00000277455,24449351
ENSG00000206842,22787393
ENSG00000212342,130162972
ENSG00000252761,30932618
ENSG00000252763,159808416
ENSG00000207754,101046455
ENSG00000273506,54911759
ENSG00000251954,111421510
ENSG00000238387,9578028
ENSG00000199892,180729586
ENSG00000252894,130914340
ENSG00000251813,194488103
ENSG00000284386,45433050
ENSG00000207010,12289227
ENSG00000241943,16576851
ENSG00000276034,30050976
ENSG00000263841,153500463
ENSG00000207282,18113467
ENSG00000276377,22431917
ENSG00000252010,233275727
ENSG00000212216,15701459
ENSG00000278265,14930820
ENSG00000276932,93050
ENSG00000252821,33001950
ENSG00000222431,20452369
ENSG00000284214,207801852
ENSG00000201830,97915690
ENSG00000199609,14394648
ENSG00000266467,68007718
ENSG00000242794,232222866
ENSG00000238880,77566934
ENSG00000200726,25184306
ENSG00000283271,13051342
ENSG00000273966,17568962
ENSG00000283929,42514188
ENSG00000263439,235190034
ENSG00000207347,21564471
ENSG00000252269,132995190
ENSG00000272262,202410108
ENSG00000278296,54876512
ENSG00000207947,48037161
ENSG00000251977,8292157
ENSG00000281226,17192965
ENSG00000200745,236210373
ENSG00000278349,71473503
