,exon_chrom_end
ENSG00000201770,31581192
ENSG00000226572,2657010
ENSG00000284135,133034915
ENSG00000266287,7067045
ENSG00000206645,37093234
ENSG00000265418,10192671
ENSG00000202534,92952745
ENSG00000212533,31077016
ENSG00000200026,38147561
ENSG00000265520,17681657
ENSG00000202339,22205332
ENSG00000273833,54115801
ENSG00000207704,123348130
ENSG00000222767,47313121
ENSG00000264764,102432366
ENSG00000202417,132945454
ENSG00000283522,95072993
ENSG00000284054,144262737
ENSG00000212336,81622319
ENSG00000239075,89754726
ENSG00000201516,176098285
ENSG00000222659,121580521
ENSG00000274860,6521412
ENSG00000283639,218823154
ENSG00000284459,95086088
ENSG00000276575,53195488
ENSG00000207158,56786087
ENSG00000201511,101647522
ENSG00000221574,10399317
ENSG00000265732,31825572
ENSG00000265841,18686164
ENSG00000275227,25618312
ENSG00000208012,53557274
ENSG00000207698,109046298
ENSG00000201078,37055347
ENSG00000243980,12273764
ENSG00000207065,81334418
ENSG00000200742,55651634
ENSG00000265180,5250255
ENSG00000242241,128971029
ENSG00000285626,11561779
ENSG00000284538,134169612
ENSG00000263897,134379472
ENSG00000275789,52846552
ENSG00000274998,136726879
ENSG00000200601,73749623
ENSG00000207225,147408448
ENSG00000223013,75935039
ENSG00000237261,14531223
ENSG00000212443,98599883
ENSG00000262776,57978277
ENSG00000265658,1293992
ENSG00000265829,60922684
ENSG00000274792,387620
ENSG00000284567,66018979
ENSG00000199169,112647941
ENSG00000275978,34659878
ENSG00000251961,170891597
ENSG00000199357,23456467
ENSG00000252624,35735733
ENSG00000202322,50419899
ENSG00000200761,4921064
ENSG00000207589,147237027
ENSG00000269103,49933078
ENSG00000279413,15703243
ENSG00000264105,159128894
ENSG00000222099,47068323
ENSG00000212230,243081259
ENSG00000207492,40554267
ENSG00000251895,84740052
ENSG00000212345,9624228
ENSG00000207231,185416086
ENSG00000206925,40342441
ENSG00000252072,73706613
ENSG00000281369,129041852
ENSG00000263999,59214699
ENSG00000278571,158609790
ENSG00000207182,146580210
ENSG00000212391,226969122
ENSG00000252960,18651450
ENSG00000201296,98418038
ENSG00000223302,110642785
ENSG00000201398,154007502
ENSG00000201640,96349038
ENSG00000221545,167998726
ENSG00000200227,151477577
ENSG00000207628,8127061
ENSG00000264692,31392739
ENSG00000277178,54081380
ENSG00000207149,120127074
ENSG00000266802,23057934
ENSG00000252866,128697744
ENSG00000222601,120504659
ENSG00000201330,29582332
ENSG00000221390,171101806
ENSG00000200184,192729716
ENSG00000221494,84225828
ENSG00000264640,32611638
ENSG00000238390,31664482
ENSG00000275207,202003236
ENSG00000276711,183364
ENSG00000207590,220117962
ENSG00000200516,131801434
ENSG00000276830,12579023
ENSG00000264511,75406162
ENSG00000274056,98924568
ENSG00000199529,101723980
ENSG00000200563,86515308
ENSG00000202334,114613906
ENSG00000252833,76091801
ENSG00000276918,66374435
ENSG00000273896,54191048
ENSG00000277184,44985510
ENSG00000278281,86357687
ENSG00000206638,72869650
ENSG00000208017,69933180
ENSG00000222440,91798283
ENSG00000280263,16488322
ENSG00000201500,100977466
ENSG00000199197,1324085
ENSG00000206717,34821542
ENSG00000281112,45592814
ENSG00000242565,153704385
ENSG00000202272,23782310
ENSG00000275958,52482991
ENSG00000264947,50742377
ENSG00000277428,37534
ENSG00000199313,124887549
ENSG00000244326,74318285
ENSG00000212333,114220786
ENSG00000266676,129843374
ENSG00000200041,75181621
ENSG00000202112,95599219
ENSG00000212270,25806712
ENSG00000252505,33540137
ENSG00000278523,61928704
ENSG00000253013,186130155
ENSG00000264371,25023586
ENSG00000252433,67102779
ENSG00000222225,153102
ENSG00000242182,23004862
ENSG00000278123,25104732
ENSG00000238987,14156523
ENSG00000252337,106546803
ENSG00000278838,46073935
ENSG00000212433,10686687
ENSG00000239221,16192151
ENSG00000273904,114168280
ENSG00000286094,766919
ENSG00000274623,54940717
ENSG00000240205,115718013
ENSG00000200974,165252661
ENSG00000206734,47557514
ENSG00000271798,2655198
ENSG00000200829,20480955
ENSG00000222356,111996739
ENSG00000199424,136571815
ENSG00000252845,96956815
ENSG00000239137,55167274
ENSG00000239002,6510551
ENSG00000222164,18808279
ENSG00000252561,3069651
ENSG00000277615,54138455
ENSG00000216060,136550960
ENSG00000201010,48217899
ENSG00000200753,20377401
ENSG00000281877,26529983
ENSG00000207264,21322067
ENSG00000200072,112052138
ENSG00000222932,101796502
ENSG00000272080,50014683
ENSG00000202329,200014795
ENSG00000201050,164787396
ENSG00000199204,34001799
ENSG00000271819,50347529
ENSG00000200252,59409015
ENSG00000283863,127785923
ENSG00000222210,57978277
ENSG00000240723,139100658
ENSG00000242653,34753719
ENSG00000215966,28863706
ENSG00000206954,48088784
ENSG00000281822,72577203
ENSG00000274514,12577237
ENSG00000239942,67825600
ENSG00000274953,54063953
ENSG00000277923,54190480
ENSG00000284570,100703024
ENSG00000202357,11408880
ENSG00000252393,121605012
ENSG00000274662,25101415
ENSG00000252906,175968540
ENSG00000207957,152392299
ENSG00000204805,61861653
ENSG00000284288,93916119
ENSG00000241248,140086150
ENSG00000266770,13815319
ENSG00000221348,32641559
ENSG00000277613,90899
ENSG00000251778,41882300
ENSG00000199127,14853510
ENSG00000200594,154825279
ENSG00000277411,15522300
ENSG00000207741,74191294
ENSG00000266827,134850641
ENSG00000201931,177457228
ENSG00000238845,44843724
ENSG00000201775,59834167
ENSG00000264426,56955864
ENSG00000207403,121378898
ENSG00000207595,124692551
ENSG00000272474,100938264
ENSG00000277079,54201503
ENSG00000201255,30360566
ENSG00000206892,196785086
ENSG00000207826,1817307
ENSG00000272034,17074744
ENSG00000266610,100158765
ENSG00000201153,62298256
ENSG00000207973,5495917
ENSG00000252641,133665034
ENSG00000207960,157574422
ENSG00000257215,31215518
ENSG00000200656,45106099
ENSG00000265089,1844253
ENSG00000241243,87294473
ENSG00000277733,54190480
ENSG00000206817,91261724
ENSG00000266525,67114397
ENSG00000278049,30031140
ENSG00000221394,179798346
ENSG00000212366,72717769
ENSG00000201592,20136385
ENSG00000200883,9249746
ENSG00000283237,30289890
ENSG00000207399,103385067
ENSG00000283281,21464758
ENSG00000238808,69110574
ENSG00000206938,156872218
ENSG00000238440,64355865
ENSG00000274994,173347536
ENSG00000263681,41167629
ENSG00000222533,181302070
ENSG00000206595,51382414
ENSG00000273601,30028450
ENSG00000207060,51055459
ENSG00000278551,67870053
ENSG00000264703,54282180
ENSG00000283717,140563751
ENSG00000199827,175029877
ENSG00000267959,18282161
ENSG00000222397,181839774
ENSG00000199894,110433188
ENSG00000251856,55172353
ENSG00000201736,40990273
ENSG00000200986,47131887
ENSG00000200218,68846911
ENSG00000283796,41517217
ENSG00000264092,16863496
ENSG00000251815,25099594
ENSG00000278817,131755
ENSG00000264160,45760598
ENSG00000278470,32326396
ENSG00000207097,13047689
ENSG00000284473,81385093
ENSG00000222706,114253754
ENSG00000207932,41901012
ENSG00000201287,37662049
ENSG00000201377,70396375
ENSG00000276588,47581321
ENSG00000266235,543366
ENSG00000278294,217401
ENSG00000284193,61953662
ENSG00000242482,67657129
ENSG00000202341,237015305
ENSG00000238542,178831449
ENSG00000264406,85825730
ENSG00000277887,64146471
ENSG00000243488,14584395
ENSG00000222589,5911236
ENSG00000276765,110341029
ENSG00000266071,45705180
ENSG00000274484,7474494
ENSG00000277836,1271271
ENSG00000253005,28142841
ENSG00000277842,237510988
ENSG00000274777,56848204
ENSG00000201441,196708964
ENSG00000277049,41237557
ENSG00000283476,69273218
ENSG00000278782,1157757
ENSG00000274458,36438788
ENSG00000265420,86193108
ENSG00000252989,100646197
ENSG00000206800,77623472
ENSG00000252848,44125873
ENSG00000244404,25020463
ENSG00000263795,42997681
ENSG00000223287,13968595
ENSG00000207580,53694475
ENSG00000265926,29582288
ENSG00000266580,31758735
ENSG00000265663,29581923
ENSG00000252193,43304679
ENSG00000253065,168033205
ENSG00000272380,5840833
ENSG00000201741,17460522
ENSG00000278704,58376
ENSG00000222148,49889728
ENSG00000276562,41579186
ENSG00000252933,1616595
ENSG00000285574,177457228
ENSG00000266124,535368
ENSG00000206767,27675709
ENSG00000273519,54813268
ENSG00000199911,24910695
ENSG00000221638,75628168
ENSG00000288603,49954414
ENSG00000202047,96619483
ENSG00000206929,101446932
ENSG00000280249,134799945
ENSG00000283888,96333307
ENSG00000278785,84468147
ENSG00000221043,149695959
ENSG00000199790,41084713
ENSG00000216064,146001131
ENSG00000207451,11226360
ENSG00000200334,149940131
ENSG00000212410,157985894
ENSG00000283815,91350821
ENSG00000272232,70579461
ENSG00000242688,19971269
ENSG00000242547,64539792
ENSG00000265456,121371053
ENSG00000200822,222405095
ENSG00000284388,108635870
ENSG00000200823,100951933
ENSG00000252315,17557976
ENSG00000264916,179900564
ENSG00000275384,54081380
ENSG00000264846,31484251
ENSG00000252022,76469595
ENSG00000201288,127241074
ENSG00000207725,45747124
ENSG00000251951,87102846
ENSG00000283803,54231476
ENSG00000240183,111930467
ENSG00000201294,3360142
ENSG00000265657,103154689
ENSG00000252166,18117007
ENSG00000207198,41114045
ENSG00000199646,138876465
ENSG00000241959,151464938
ENSG00000200390,127829852
ENSG00000201021,43405578
ENSG00000200620,15716346
ENSG00000284020,133898581
ENSG00000199065,4850375
ENSG00000252199,9908010
ENSG00000207771,30289890
ENSG00000200525,95055320
ENSG00000201476,13441001
ENSG00000275917,30544252
ENSG00000264621,39411974
ENSG00000284435,68033981
ENSG00000284142,143837816
ENSG00000265740,171359412
ENSG00000238833,17209220
ENSG00000252032,51538729
ENSG00000201596,185634182
ENSG00000275586,148876286
ENSG00000212534,202276518
ENSG00000222909,34943075
ENSG00000221273,64368703
ENSG00000283206,63919520
ENSG00000207588,128081960
ENSG00000277610,120942763
ENSG00000277502,206161024
ENSG00000242719,42881517
ENSG00000264395,31607240
ENSG00000207480,88330278
ENSG00000222852,180909927
ENSG00000265201,243346255
ENSG00000200398,25213729
ENSG00000284596,102471531
ENSG00000201364,21933438
ENSG00000222412,31756136
ENSG00000199121,218402722
ENSG00000241413,109866509
ENSG00000265932,19705436
ENSG00000252718,60719741
ENSG00000274004,83387102
ENSG00000283598,171101798
ENSG00000277918,144560829
ENSG00000253073,83686018
ENSG00000202400,231460440
ENSG00000207150,87474289
ENSG00000283238,188978161
ENSG00000278278,20114751
ENSG00000207086,9615373
ENSG00000207729,162342640
ENSG00000264549,181243379
ENSG00000201867,34189275
ENSG00000199470,12700889
ENSG00000252051,229410767
ENSG00000207992,53752481
ENSG00000201680,31496790
ENSG00000207105,48996022
ENSG00000275745,66550567
ENSG00000266436,79649359
ENSG00000263381,44545552
ENSG00000252516,247204661
ENSG00000207862,53702819
ENSG00000244376,50429483
ENSG00000207462,118702447
ENSG00000206719,113950998
ENSG00000251992,49814276
ENSG00000207688,67471585
ENSG00000253048,42473009
ENSG00000242707,13715368
ENSG00000274975,43448611
ENSG00000274984,73067332
ENSG00000284065,35122764
ENSG00000275291,144524021
ENSG00000264049,60043105
ENSG00000243954,8683551
ENSG00000206827,22647688
ENSG00000274864,27099836
ENSG00000263793,23044372
ENSG00000207752,10817496
ENSG00000271765,136545492
ENSG00000264495,29747543
ENSG00000252692,206080324
ENSG00000264951,31833349
ENSG00000206721,120210421
ENSG00000284117,8145071
ENSG00000252233,139794433
ENSG00000207778,58451152
ENSG00000222111,175628462
ENSG00000200885,19724599
ENSG00000274852,67176035
ENSG00000284008,2106753
ENSG00000277475,32528
ENSG00000238500,66630776
ENSG00000252329,12904988
ENSG00000207294,15150796
ENSG00000276859,58842132
ENSG00000222733,58527751
ENSG00000252929,6057604
ENSG00000264712,50299946
ENSG00000199348,168606496
ENSG00000199786,102131135
ENSG00000223037,164620837
ENSG00000202160,15865051
ENSG00000199349,206748092
ENSG00000202188,25227190
ENSG00000273623,87345233
ENSG00000207355,24974280
ENSG00000266545,20940333
ENSG00000274632,28703790
ENSG00000275146,93721621
ENSG00000199764,115207996
ENSG00000263964,28490845
ENSG00000242699,29681323
ENSG00000212298,64204899
ENSG00000199885,74680159
ENSG00000275219,43296615
ENSG00000206915,49233899
ENSG00000200296,62850901
ENSG00000207703,88611934
ENSG00000201913,100330877
ENSG00000239175,30043908
ENSG00000252877,47532467
ENSG00000252060,11996916
ENSG00000201432,36337778
ENSG00000252301,63545535
ENSG00000263556,44716486
ENSG00000201909,13459776
ENSG00000207561,68424548
ENSG00000223179,119007668
ENSG00000199396,228619350
ENSG00000263776,186787749
ENSG00000280908,17357396
ENSG00000265561,80098877
ENSG00000241963,154349725
ENSG00000222835,91674966
ENSG00000200097,35251052
ENSG00000223203,143449911
ENSG00000283618,30115994
ENSG00000201086,49982561
ENSG00000266721,12920404
ENSG00000207327,73529157
ENSG00000274721,142318167
ENSG00000252975,39710176
ENSG00000281707,44529391
ENSG00000200254,42569139
ENSG00000277512,16441298
ENSG00000243420,75958130
ENSG00000207616,53679085
ENSG00000201885,77013684
ENSG00000239466,84688000
ENSG00000276376,90076486
ENSG00000275822,54835242
ENSG00000200895,131820653
ENSG00000273913,42511851
ENSG00000207594,53690965
ENSG00000255156,20475311
ENSG00000222438,130869837
ENSG00000273730,156149
ENSG00000266747,31445248
ENSG00000199598,43919901
ENSG00000265849,31603405
ENSG00000200432,128067901
ENSG00000265429,113721368
ENSG00000272166,25555606
ENSG00000239190,133238438
ENSG00000252598,72752051
ENSG00000201196,52852703
ENSG00000275141,159186901
ENSG00000252462,17431647
ENSG00000206756,74551493
ENSG00000200616,179097840
ENSG00000199986,180581163
ENSG00000252633,7324595
ENSG00000207439,65123474
ENSG00000252097,76800774
ENSG00000207863,16590325
ENSG00000277925,169765047
ENSG00000252089,54859812
ENSG00000274199,63549608
ENSG00000200354,38433998
ENSG00000253090,107985773
ENSG00000252224,33174295
ENSG00000223007,5126337
ENSG00000263950,30726672
ENSG00000263967,90023535
ENSG00000199640,49330547
ENSG00000252724,39892540
ENSG00000274115,95065446
ENSG00000274917,112177
ENSG00000252806,35754182
ENSG00000272197,154718689
ENSG00000206987,32426420
ENSG00000252942,99145966
ENSG00000243560,46689068
ENSG00000200874,75513126
ENSG00000278789,54909375
ENSG00000273511,54102740
ENSG00000201662,48988017
ENSG00000207867,147284728
ENSG00000200897,107374827
ENSG00000263490,18631908
ENSG00000252303,67546754
ENSG00000275631,9647000
ENSG00000201003,53771153
ENSG00000206895,4811289
ENSG00000252017,282792
ENSG00000277124,96965695
ENSG00000202485,82174653
ENSG00000273767,121949487
ENSG00000200508,64066741
ENSG00000263794,33716070
ENSG00000207032,34390051
ENSG00000252481,95533629
ENSG00000222714,218501037
ENSG00000201899,100984848
ENSG00000222705,28442896
ENSG00000202373,25249279
ENSG00000201689,100990160
ENSG00000206816,77691751
ENSG00000278391,18337049
ENSG00000278004,217283523
ENSG00000206826,82001327
ENSG00000223280,41354659
ENSG00000207169,76337422
ENSG00000206910,159785733
ENSG00000207501,145281279
ENSG00000252483,20894638
ENSG00000251829,15782455
ENSG00000238812,236037311
ENSG00000252987,169067364
ENSG00000266250,31395991
ENSG00000238585,55501708
ENSG00000252956,9437778
ENSG00000206824,50386246
ENSG00000201317,92700934
ENSG00000252155,7378779
ENSG00000252211,58363562
ENSG00000266726,32155067
ENSG00000239710,92975114
ENSG00000252287,19088581
ENSG00000203411,75120562
ENSG00000199710,110764506
ENSG00000277413,60677272
ENSG00000252916,200899121
ENSG00000277968,142317920
ENSG00000253078,37435608
ENSG00000253057,111720061
ENSG00000201467,17044511
ENSG00000253077,151971613
ENSG00000207242,10858004
ENSG00000238825,148388651
ENSG00000276530,32439206
ENSG00000241709,73732868
ENSG00000278781,36110836
ENSG00000206891,77811844
ENSG00000202422,57991464
ENSG00000252688,133333930
ENSG00000281910,58559931
ENSG00000212205,211803104
ENSG00000200664,135810279
ENSG00000207062,65070672
ENSG00000278404,26657655
ENSG00000275961,96004850
ENSG00000199461,20679512
ENSG00000252769,7889279
ENSG00000201340,50696760
ENSG00000207941,34669694
ENSG00000200448,42762959
ENSG00000252139,49814443
ENSG00000273525,2962758
ENSG00000222359,90144695
ENSG00000264540,44884274
ENSG00000200381,228617109
ENSG00000238835,83064337
ENSG00000276179,84890961
ENSG00000202430,24564738
ENSG00000284410,43171712
ENSG00000201178,32830329
ENSG00000206802,26190813
ENSG00000200191,71815625
ENSG00000201524,59847544
ENSG00000252820,138175136
ENSG00000275455,107897304
ENSG00000212447,122880323
ENSG00000201749,114615568
ENSG00000278410,21615435
ENSG00000276514,94877777
ENSG00000252562,23613759
ENSG00000251712,148821073
ENSG00000222069,103523879
ENSG00000253086,11152452
ENSG00000281696,220200619
ENSG00000199638,68461525
ENSG00000207080,184315765
ENSG00000222514,138091315
ENSG00000212429,80749693
ENSG00000201882,20136135
ENSG00000207247,136934866
ENSG00000278825,39191360
ENSG00000202522,72766116
ENSG00000284503,103930555
ENSG00000199824,51163007
ENSG00000200646,56316636
ENSG00000278708,27202219
ENSG00000200059,2131950
ENSG00000283507,112695176
ENSG00000206732,24676415
ENSG00000200048,78882734
ENSG00000206815,57548945
ENSG00000201633,83636290
ENSG00000252765,101133339
ENSG00000274062,43284329
ENSG00000200520,139318486
ENSG00000274535,158909450
ENSG00000207608,100883075
ENSG00000241939,43315255
ENSG00000277455,24449615
ENSG00000206842,22787499
ENSG00000212342,130163127
ENSG00000252761,30932709
ENSG00000252763,159808570
ENSG00000207754,101046538
ENSG00000273506,54911830
ENSG00000251954,111421608
ENSG00000238387,9578131
ENSG00000199892,180729737
ENSG00000252894,130914452
ENSG00000251813,194488205
ENSG00000284386,45433129
ENSG00000207010,12289329
ENSG00000241943,16577135
ENSG00000276034,30051079
ENSG00000263841,153500764
ENSG00000207282,18113579
ENSG00000276377,22432206
ENSG00000252010,233276002
ENSG00000212216,15701565
ENSG00000278265,14930879
ENSG00000276932,93150
ENSG00000252821,33002054
ENSG00000222431,20452473
ENSG00000284214,207801939
ENSG00000201830,97915796
ENSG00000199609,14394757
ENSG00000266467,68008017
ENSG00000242794,232223145
ENSG00000238880,77566994
ENSG00000200726,25184387
ENSG00000283271,13051411
ENSG00000273966,17569051
ENSG00000283929,42514307
ENSG00000263439,235190116
ENSG00000207347,21564577
ENSG00000252269,132995302
ENSG00000272262,202410207
ENSG00000278296,54876618
ENSG00000207947,48037247
ENSG00000251977,8292263
ENSG00000281226,17193165
ENSG00000200745,236210548
ENSG00000278349,71473568
